job_mapped,skills,work_type,keyword,company
IAM Engineer,"['hashicorp vault', 'incident response', 'powershell', 'python', 'saml']",On-site,IAM Engineer,La Fosse
Cloud Engineer,"['java', 'powershell', 'python', 'saml']",On-site,IAM Engineer,Stelfox Tech Recruitment
IAM Engineer,"['less', 'oauth 2.0', 'okta', 'openid connect', 'powershell', 'python', 'saml']",Hybrid,IAM Engineer,Universal Music Group UK
IAM Engineer,"['okta', 'openid connect', 'saml']",On-site,IAM Engineer,CBTW
IT Asset Management,"['aws iam', 'bash', 'openid connect', 'powershell', 'python', 'saml']",On-site,IAM Engineer,Fujitsu
IAM Engineer,"['foundation', 'identity and access management (iam)']",Hybrid,IAM Engineer,GCHQ
IAM Engineer,"['less', 'oauth 2.0', 'okta', 'openid connect', 'powershell', 'python', 'saml']",Hybrid,IAM Engineer,Universal Music Group
IAM Engineer,"['okta', 'powershell', 'servicenow', 'splunk']",Hybrid,IAM Engineer,Morningstar
IAM Engineer,"['foundation', 'identity and access management (iam)']",Hybrid,IAM Engineer,GCHQ
IT Asset Management,"['aws iam', 'crowdstrike', 'openid connect', 'powershell', 'saml', 'siem']",On-site,IAM Engineer,Cooley LLP
IAM Engineer,"['okta', 'phoenix', 'powershell']",Remote,IAM Engineer,Vitalant
IAM Engineer,"['aws iam', 'identity and access management (iam)', 'java', 'saml', 'scrum']",Hybrid,IAM Engineer,Us3 Consulting
IT Asset Management,"['identity and access management (iam)', 'java', 'load balancing', 'python', 'saml']",Hybrid,IAM Engineer,AXA
IAM Engineer,"['less', 'powershell', 'python', 'ssl/tls', 'terraform']",Hybrid,IAM Engineer,Universal Music Group UK
IAM Engineer,"['oauth 2.0', 'okta', 'saml', 'workday']",Hybrid,IAM Engineer,McAfee
IT Asset Management,"['identity and access management (iam)', 'java', 'python', 'saml']",Hybrid,IAM Engineer,AXA
IAM Engineer,"['mysql', 'python', 'ruby', 'sql', 'tableau']",Hybrid,IAM Engineer,Inetum
IAM Engineer,"['incident response', 'oauth 2.0', 'okta', 'openid connect', 'saml']",Hybrid,IAM Engineer,"Astra-North Infoteck Inc.  ~ Conquering today’s challenges, achieving tomorrow’s vision!"
IAM Engineer,"['foundation', 'identity and access management (iam)', 'jest', 'openid connect', 'powershell', 'python', 'saml', 'threat modeling']",On-site,IAM Engineer,Philip Morris International
IAM Engineer,"['openid connect', 'saml', 'siem', 'terraform']",On-site,IAM Engineer,Sygnum Bank
Cloud Engineer,"['identity and access management (iam)', 'microsoft azure']",Hybrid,IAM Engineer,Sound Credit Union
IT Asset Management,"['aws iam', 'bash', 'less', 'oauth 2.0', 'okta', 'openid connect', 'powershell', 'python', 'saml', 'terraform']",On-site,IAM Engineer,Allegiant
IAM Engineer,"['generative ai', 'oauth 2.0', 'openid connect', 'saml', 'zero trust architecture']",On-site,IAM Engineer,J&M Group
IAM Engineer,"['java', 'less', 'mysql', 'openid connect', 'saml', 'sql', 'servicenow', 'workday']",On-site,IAM Engineer,loanDepot
IAM Engineer,"['identity and access management (iam)', 'powershell', 'python']",On-site,IAM Engineer,MED-EL
IAM Engineer,"['ansible', 'devsecops', 'docker', 'git', 'github', 'github actions', 'helm', 'java', 'javascript', 'kubernetes', 'openid connect', 'python', 'ssl/tls', 'terraform']",Hybrid,IAM Engineer,SEB
IAM Engineer,"['openid connect', 'powershell', 'saml']",On-site,IAM Engineer,Valora Group
IAM Engineer,"['less', 'powershell', 'python', 'ssl/tls', 'terraform']",Hybrid,IAM Engineer,Universal Music Group
IT Asset Management,['identity and access management (iam)'],Hybrid,IAM Engineer,ERGO
IAM Engineer,"['docker', 'identity and access management (iam)', 'java', 'kubernetes', 'saml', 'typescript']",Hybrid,IAM Engineer,Bentley Systems
IAM Engineer,"['identity and access management (iam)', 'okta', 'saml']",On-site,IAM Engineer,fortil
IAM Engineer,"['less', 'workday']",Hybrid,IAM Engineer,Mass General Brigham
UX Researcher,"['generative ai', 'machine learning']",Hybrid,UX Researcher,Google DeepMind
UX Researcher,"['journey mapping', 'less', 'user research']",Remote,UX Researcher,For People
UX Researcher,['sql'],Remote,UX Researcher,Skydropx LATAM
UX Researcher,['usability testing'],On-site,UX Researcher,Jeeny
UX Researcher,"['figma', 'looker', 'tableau']",Hybrid,UX Researcher,Prex
UX Researcher,"['usability testing', 'user research']",On-site,UX Researcher,UX Labs
UX Researcher,['flutter'],Remote,UX Researcher,Flutter Brazil
UX Researcher,"['a/b testing', 'design systems', 'usability testing']",Remote,UX Researcher,iFIT
UX Researcher,['user research'],On-site,UX Researcher,UXR Hunt
UX Researcher,['foundation'],Remote,UX Researcher,Cohere
UX Researcher,"['usability testing', 'user research']",On-site,UX Researcher,JPMorganChase
UX Researcher,['looker'],Remote,UX Researcher,Môre
UX Researcher,['user research'],On-site,UX Researcher,UXR Hunt
UX Researcher,"['usability testing', 'user research']",Remote,UX Researcher,UX Labs
UX Researcher,['user research'],On-site,UX Researcher,User Research International
UX Researcher,"['usability testing', 'user research']",On-site,UX Researcher,Deltek
UX Researcher,['foundation'],Hybrid,UX Researcher,Keylane
UX Researcher,"['agile methodology', 'microsoft azure', 'user research']",Hybrid,UX Researcher,UXR Hunt
UX Researcher,['figma'],On-site,UX Researcher,Monsieur Guiz | Product Management & Design
UX Researcher,"['figma', 'usability testing', 'user research']",Remote,UX Researcher,Sanoma Learning
UX Researcher,['a/b testing'],Hybrid,UX Researcher,credsystem
UX Researcher,"['adobe xd', 'figma']",On-site,UX Researcher,Banca Transilvania
UX Researcher,"['scrum', 'statistical analysis', 'user research']",Remote,UX Researcher,Scalepex
UX Researcher,"['devsecops', 'gitlab', 'less']",Remote,UX Researcher,GitLab
UX Researcher,['confluence'],Hybrid,UX Researcher,Resmed
UX Researcher,"['phoenix', 'user research']",On-site,UX Researcher,UXR Hunt
UX Researcher,['notion'],Hybrid,UX Researcher,CITI
UX Researcher,"['azure devops', 'figma', 'jira', 'servicenow']",Hybrid,UX Researcher,BVA Bear's IT Solutions
UX Researcher,['power bi'],Hybrid,UX Researcher,Môre
UX Researcher,"['usability testing', 'user research']",Hybrid,UX Researcher,Axis
UX Researcher,['workday'],Hybrid,UX Researcher,Target
UX Researcher,['user research'],On-site,UX Researcher,UXR Hunt
UX Researcher,"['usability testing', 'user research']",Remote,UX Researcher,Avenga
UX Researcher,"['usability testing', 'user research']",On-site,UX Researcher,UXR Hunt
UX Researcher,['user research'],On-site,UX Researcher,Amazon
UX Researcher,"['figma', 'foundation', 'siem', 'usability testing', 'user research']",Remote,UX Researcher,SentinelOne
UX Researcher,"['figma', 'notion', 'usability testing', 'user research']",On-site,UX Researcher,Lollypop Design Studio
UX Researcher,"['generative ai', 'usability testing', 'user research']",Hybrid,UX Researcher,LexisNexis
UX Researcher,"['generative ai', 'machine learning', 'user research']",On-site,UX Researcher,UXR Hunt
Interaction Designer,"['design systems', 'figma', 'usability testing', 'user research']",Hybrid,Interaction Designer,Yolk Recruitment Ltd
Interaction Designer,['figma'],Hybrid,Interaction Designer,A1
Interaction Designer,"['design systems', 'foundation']",On-site,Interaction Designer,Halliburton
Interaction Designer,"['javascript', 'less']",Remote,Interaction Designer,Public Sector Resourcing
Interaction Designer,"['devsecops', 'java', 'javascript', 'scala', 'scrum']",Remote,Interaction Designer,Stealth iT Consulting
Interaction Designer,"['figma', 'foundation', 'jira', 'user research']",Hybrid,Interaction Designer,Nokia
Interaction Designer,"['design systems', 'figma', 'html5', 'javascript', 'level design', 'outsystems', 'snowflake']",Hybrid,Interaction Designer,Version 1
Interaction Designer,"['design systems', 'devsecops', 'docker', 'figma', 'foundation', 'gitlab', 'java', 'jira', 'kubernetes', 'python', 'user research']",Hybrid,Interaction Designer,Nokia
Interaction Designer,"['figma', 'outsystems', 'snowflake', 'user research']",Hybrid,Interaction Designer,Version 1
Interaction Designer,['user research'],Hybrid,Interaction Designer,Opencast | B Corp™
Interaction Designer,"['digital forensics', 'incident response']",Remote,Interaction Designer,AiiR Response
Interaction Designer,"['agile methodology', 'less']",Hybrid,Interaction Designer,Amber Labs
Interaction Designer,"['figma', 'usability testing', 'user research']",On-site,Interaction Designer,Scrumconnect Consulting
Interaction Designer,['figma'],On-site,Interaction Designer,hackajob
Interaction Designer,"['adobe xd', 'agile methodology', 'figma', 'sketch', 'user research', 'visual design']",Hybrid,Interaction Designer,Amber Labs
Interaction Designer,"['foundation', 'user research']",On-site,Interaction Designer,Google
Interaction Designer,"['figma', 'outsystems', 'snowflake', 'user research']",Hybrid,Interaction Designer,Version 1
Interaction Designer,['design systems'],On-site,Interaction Designer,Google
Interaction Designer,"['design systems', 'figma', 'visual design']",On-site,Interaction Designer,Prime Video & Amazon MGM Studios
Interaction Designer,"['design systems', 'figma', 'sketch']",On-site,Interaction Designer,Google
Interaction Designer,['visual design'],On-site,Interaction Designer,Google
Interaction Designer,"['design systems', 'visual design']",On-site,Interaction Designer,Google
Interaction Designer,"['design systems', 'figma', 'foundation', 'sketch', 'visual design']",On-site,Interaction Designer,Google
Technical Writer,"['fortinet', 'git', 'incident response', 'jira']",Remote,Technical Writer,Nozomi Networks
Technical Writer,"['git', 'user research']",Hybrid,Technical Writer,Propel
Technical Writer,"['swagger/openapi', 'technical writing']",On-site,Technical Writer,Weekday AI (YC W21)
Technical Writer,"['jira', 'technical writing']",On-site,Technical Writer,Mindteck
Technical Writer,['technical writing'],Remote,Technical Writer,Prana Comunicación
Technical Writer,['technical writing'],Remote,Technical Writer,Precondo
Technical Writer,"['confluence', 'scrum', 'technical writing']",Hybrid,Technical Writer,Worldline
Technical Writer,['technical writing'],On-site,Technical Writer,"Gromelski & Associates, Inc."
Technical Writer,"['git', 'incident response', 'jira']",Remote,Technical Writer,Nozomi Networks
Technical Writer,"['jira', 'notion', 'technical writing']",Remote,Technical Writer,Rithum
Technical Writer,"['foundation', 'technical writing']",Remote,Technical Writer,Management Solutions
Technical Writer,"['confluence', 'figma', 'notion', 'technical writing']",On-site,Technical Writer,Unframe
Technical Writer,"['git', 'incident response', 'jira']",Remote,Technical Writer,Nozomi Networks
Technical Writer,"['confluence', 'devsecops', 'jira', 'machine learning', 'technical writing']",Remote,Technical Writer,VetsEZ
Technical Writer,['less'],Hybrid,Technical Writer,TekSynap
Technical Writer,['technical writing'],Hybrid,Technical Writer,OnTarget Communications
Technical Writer,['technical writing'],On-site,Technical Writer,Marotta Controls
Technical Writer,"['confluence', 'jira', 'notion']",Hybrid,Technical Writer,eTeam
Technical Writer,['technical writing'],On-site,Technical Writer,"Teligent Systems, Inc."
Technical Writer,['technical writing'],On-site,Technical Writer,VOLTO Consulting
Technical Writer,"['github', 'scrum', 'technical writing']",On-site,Technical Writer,Verint Financial Compliance
Technical Writer,"['couchbase', 'foundation', 'git', 'github', 'less', 'python', 'technical writing']",On-site,Technical Writer,Couchbase
Technical Writer,['user research'],Hybrid,Technical Writer,Searchability NS&D
Technical Writer,['technical writing'],Remote,Technical Writer,"DirectViz Solutions, LLC"
Technical Writer,"['confluence', 'git', 'kubernetes', 'notion']",Hybrid,Technical Writer,Era4
Technical Writer,"['scrum', 'woocommerce']",On-site,Technical Writer,EBizCharge
Technical Writer,"['azure devops', 'confluence', 'technical writing']",Remote,Technical Writer,SSC HR Solutions
Technical Writer,['technical writing'],On-site,Technical Writer,Accenture Federal Services
Technical Writer,['technical writing'],On-site,Technical Writer,Trident
Technical Writer,"['git', 'user research']",On-site,Technical Writer,Checkout.com
Technical Writer,['technical writing'],Hybrid,Technical Writer,TOMRA
Information Architect,"['data mining', 'web scraping']",On-site,Information Architect,Strong Vision Data Processing
Information Architect,['user research'],Remote,Information Architect,Agilent Technologies
Information Architect,['snowflake'],Hybrid,Information Architect,Jet2.com and Jet2holidays
Information Architect,"['figma', 'foundation', 'incident response', 'power bi', 'python', 'tableau']",Hybrid,Information Architect,Entergy
Information Architect,['data lakes'],Hybrid,Information Architect,Ventula Consulting
Information Architect,"['aws lambda', 'data warehousing', 'git', 'gitlab', 'gitlab ci/cd', 'jira', 'postgresql', 'python', 'snowflake']",Hybrid,Information Architect,Roche
Information Architect,"['cassandra', 'soap']",Hybrid,Information Architect,Elevance Health
Information Architect,"['data modeling', 'generative ai', 'large language models (llms)', 'machine learning']",Hybrid,Information Architect,Roche
Information Architect,"['data modeling', 'data warehousing', 'sql']",Remote,Information Architect,GE Vernova
Information Architect,"['foundation', 'rag (retrieval-augmented generation)']",Remote,Information Architect,Docusign
Information Architect,"['data modeling', 'devsecops', 'git', 'graphql', 'large language models (llms)', 'machine learning', 'python', 'sql']",Hybrid,Information Architect,Aquent
Chief Technology Officer,['woocommerce'],On-site,Chief Technology Officer,UniSouk
Chief Technology Officer,"['docker', 'kubernetes', 'python']",Remote,Chief Technology Officer,numi
Chief Technology Officer,"['mongodb', 'sql']",Hybrid,Chief Technology Officer,Synaxia Group
Chief Technology Officer,['foundation'],On-site,Chief Technology Officer,Scientis Search Ltd
Chief Technology Officer,"['python', 'typescript']",Hybrid,Chief Technology Officer,Reforge Recruitment & Consultancy
Chief Technology Officer,['foundation'],Remote,Chief Technology Officer,Green.Earth
Chief Technology Officer,"['foundation', 'machine learning']",Hybrid,Chief Technology Officer,FutureLog AG
Chief Technology Officer,['chef'],On-site,Chief Technology Officer,Øland
Chief Technology Officer,"['github', 'phoenix', 'prompt engineering']",Hybrid,Chief Technology Officer,Wilmington plc
Chief Technology Officer,['machine learning'],Remote,Chief Technology Officer,Overstory
Chief Technology Officer,['generative ai'],On-site,Chief Technology Officer,Clark Construction Group
Chief Technology Officer,['foundation'],On-site,Chief Technology Officer,Kanz
Chief Technology Officer,['computer vision'],Remote,Chief Technology Officer,Legacybox
Chief Technology Officer,"['less', 'sql', 'typescript']",On-site,Chief Technology Officer,360Player
Chief Technology Officer,"['computer vision', 'machine learning']",On-site,Chief Technology Officer,IR Search BV
Chief Technology Officer,"['incident response', 'penetration testing', 'threat modeling']",Hybrid,Chief Technology Officer,Growth Signals
Chief Technology Officer,['foundation'],On-site,Chief Technology Officer,CareerWellness
Chief Technology Officer,['foundation'],Remote,Chief Technology Officer,BJAK
Chief Technology Officer,"['foundation', 'incident response']",Hybrid,Chief Technology Officer,Big Blue Swim School
Chief Information Officer,"['cobit', 'incident response']",On-site,Chief Information Officer,ByteDance
Chief Information Officer,"['foundation', 'outsystems']",On-site,Chief Information Officer,Confidential
Chief Information Officer,['foundation'],On-site,Chief Information Officer,Virtucruit
Chief Information Officer,"['incident response', 'servicenow']",On-site,Chief Information Officer,UCHealth
Chief Information Officer,['microsoft azure'],On-site,Chief Information Officer,SmartStop Self Storage
Chief Information Officer,"['foundation', 'sql', 'workday']",On-site,Chief Information Officer,Jaiz Bank Plc
Chief Information Officer,['foundation'],On-site,Chief Information Officer,BALFIN Group
Chief Information Officer,"['foundation', 'incident response', 'workday']",On-site,Chief Information Officer,Inside Higher Ed
Chief Information Officer,"['devsecops', 'generative ai', 'large language models (llms)', 'mlops']",Hybrid,Chief Information Officer,Optum
Chief Information Officer,['incident response'],On-site,Chief Information Officer,Midwestern University
Chief Information Officer,['workday'],On-site,Chief Information Officer,Marymount University
Chief Information Officer,['monday.com'],Hybrid,Chief Information Officer,abra
Chief Information Officer,['foundation'],On-site,Chief Information Officer,Research Compliance Office of the Texas A&M University System
Chief Information Officer,['php'],On-site,Chief Information Officer,Grand Rapids Community College
Chief Information Officer,['workday'],Remote,Chief Information Officer,"CampusWorks, Inc."
Chief Information Officer,"['docker', 'incident response', 'jenkins', 'kubernetes', 'oracle database', 'php', 'sql']",On-site,Chief Information Officer,The Education University of Hong Kong
Data Engineer,"['data warehousing', 'databricks', 'docker', 'generative ai', 'kubernetes', 'langchain', 'llamaindex', 'mlops', 'mlflow', 'machine learning', 'pytorch', 'python', 'sql', 'snowflake', 'tensorflow']",Hybrid,VP of Engineering,The Digital Recruitment Company
VP of Engineering,['devsecops'],Hybrid,VP of Engineering,Kuda
VP of Engineering,"['computer vision', 'less', 'machine learning', 'mongodb']",Hybrid,VP of Engineering,Viam
VP of Engineering,['foundation'],Remote,VP of Engineering,Mimica
VP of Engineering,"['angular', 'appium', 'cypress', 'incident response', 'kotlin', 'playwright', 'swift']",Remote,VP of Engineering,Bankjoy
VP of Engineering,"['foundation', 'less']",Remote,VP of Engineering,Counterpart
VP of Engineering,['machine learning'],Remote,VP of Engineering,BJAK
VP of Engineering,"['docker', 'foundation', 'kubernetes', 'mongodb', 'next.js', 'node.js', 'react native', 'traefik']",Remote,VP of Engineering,vivenu
VP of Engineering,['microservices architecture'],On-site,VP of Engineering,Standard Chartered
VP of Engineering,['workday'],Remote,VP of Engineering,League
VP of Engineering,['foundation'],Remote,VP of Engineering,Mapbox
VP of Engineering,"['angular', 'databricks', 'less', 'prompt engineering', 'redis', 'sql', 'snowflake']",On-site,VP of Engineering,Barclays
VP of Engineering,['foundation'],On-site,VP of Engineering,Standard Chartered
VP of Engineering,['databricks'],On-site,VP of Engineering,"Vizient, Inc"
VP of Engineering,['foundation'],Hybrid,VP of Engineering,Standard Chartered
VP of Engineering,"['edge computing', 'generative ai', 'phoenix']",Hybrid,VP of Engineering,Andiamo
Engineering Manager,['machine learning'],Remote,Engineering Manager,Jobgether
Engineering Manager,"['c++', 'cassandra', 'java', 'kubernetes', 'machine learning', 'scala']",On-site,Engineering Manager,Apple
Engineering Manager,"['docker', 'github', 'github actions', 'gitlab', 'gitlab ci/cd', 'javascript', 'kubernetes', 'microservices architecture', 'node.js', 'typescript']",On-site,Engineering Manager,Comviva
Engineering Manager,"['design systems', 'javascript', 'typescript', 'visual design']",On-site,Engineering Manager,Wand AI
Engineering Manager,"['ruby', 'ruby on rails', 'scrum']",Remote,Engineering Manager,Jobgether
Engineering Manager,"['incident response', 'scrum']",On-site,Engineering Manager,TALENTMATE
Engineering Manager,"['aws lambda', 'azure devops', 'azure functions', 'c#', 'data warehousing', 'docker', 'dynamodb', 'github', 'github actions', 'graphql', 'jenkins', 'kubernetes', 'microservices architecture', 'microsoft azure', 'mongodb', 'openid connect', 'postgresql', 'python', 'restful apis', 'rabbitmq', 'sql', 'sagemaker', 'snowflake', 'terraform', 'websockets']",Remote,Engineering Manager,Neuroniks
Engineering Manager,"['cassandra', 'circleci', 'docker', 'github', 'github actions', 'gitlab', 'gitlab ci/cd', 'grafana', 'javascript', 'kubernetes', 'microservices architecture', 'mongodb', 'node.js', 'prometheus', 'typescript']",On-site,Engineering Manager,Comviva
Machine Learning Engineer,"['c++', 'generative ai', 'java', 'machine learning', 'python', 'recommendation systems', 'sql', 'snowflake']",On-site,Engineering Manager,Apple
Engineering Manager,"['incident response', 'react native']",On-site,Engineering Manager,Givers
Engineering Manager,"['azure devops', 'databricks', 'docker', 'foundation', 'kubernetes', 'python', 'sql']",Remote,Engineering Manager,"MediaRadar, Inc."
Engineering Manager,"['etl/elt pipelines', 'prompt engineering', 'python', 'sql']",Remote,Engineering Manager,Blend
Engineering Manager,"['a/b testing', 'python']",Hybrid,Engineering Manager,Dailymotion
Engineering Manager,"['bgp', 'dhcp', 'fortinet', 'ospf', 'sd-wan']",Hybrid,Engineering Manager,Platform Recruitment
Engineering Manager,"['angular', 'apache kafka', 'docker', 'java', 'kubernetes', 'microservices architecture', 'rxjs', 'sql', 'scrum', 'spring boot', 'typescript']",On-site,Engineering Manager,Comviva
Platform Engineer,"['data modeling', 'etl/elt pipelines', 'javascript', 'machine learning', 'node.js', 'react.js']",Remote,Engineering Manager,Jobgether
Engineering Manager,['sql'],Hybrid,Engineering Manager,Evoca Group
Engineering Manager,"['incident response', 'java', 'python', 'soap', 'scrum']",Hybrid,Engineering Manager,APEXX Global
Engineering Manager,['less'],On-site,Engineering Manager,Inovalon
Engineering Manager,"['databricks', 'python', 'soap', 'sql']",On-site,Engineering Manager,Blend
Engineering Manager,"['angular', 'azure devops', 'azure functions', 'c#', 'devsecops', 'less', 'mongodb', 'postgresql', 'rabbitmq', 'sql', 'scrum', 'typescript']",On-site,Engineering Manager,ValGenesis
Engineering Manager,"['git', 'java', 'jenkins', 'kubernetes', 'python', 'grpc']",On-site,Engineering Manager,Esper
Engineering Manager,"['foundation', 'machine learning']",On-site,Engineering Manager,Froda
Engineering Manager,"['javascript', 'kanban', 'kubernetes', 'php', 'scrum', 'typescript']",Remote,Engineering Manager,i6 Group
Software Development Manager,"['data mining', 'java', 'machine learning', 'scrum', 'spring boot', 'spring cloud']",On-site,Engineering Manager,Yapı Kredi Teknoloji
Engineering Manager,['scrum'],Remote,Engineering Manager,DigitalTolk
Analytics Engineer,"['data modeling', 'python', 'sql']",Hybrid,Engineering Manager,Mars
Engineering Manager,"['kicad', 'sketch']",On-site,Engineering Manager,Paddington Robotics
Engineering Manager,['rust'],On-site,Engineering Manager,Apple
Engineering Manager,"['mongodb', 'python', 'typescript']",Remote,Engineering Manager,Rebel Recruiting
Engineering Manager,"['databricks', 'deep learning', 'mlops', 'mlflow', 'machine learning', 'pytorch', 'scikit-learn', 'tensorflow', 'xgboost']",Remote,Engineering Manager,Jobgether
Engineering Manager,"['fastapi', 'foundation', 'langchain', 'less', 'pinecone', 'prompt engineering', 'python', 'weaviate']",On-site,Engineering Manager,Zimyo
Engineering Manager,['a/b testing'],On-site,Engineering Manager,Cvent
Engineering Manager,"['design systems', 'graphql', 'javascript', 'typescript']",On-site,Engineering Manager,Wand AI
Engineering Manager,"['looker', 'snowflake']",Hybrid,Engineering Manager,Zego
Engineering Manager,"['python', 'sql']",On-site,Engineering Manager,Weekday AI (YC W21)
Engineering Manager,"['mongodb', 'next.js', 'node.js', 'python', 'react native', 'recommendation systems', 'typescript']",Remote,Engineering Manager,Kenkeputa
Engineering Manager,"['a/b testing', 'javascript', 'sql']",Remote,Engineering Manager,Jobgether
Engineering Manager,['generative ai'],Hybrid,Engineering Manager,Paves Technologies
Software Development Manager,"['c++', 'python']",Remote,Software Development Manager,Kepler Communications Inc.
Software Development Manager,['python'],Hybrid,Software Development Manager,Bruin
Software Development Manager,"['docker', 'redis', 'sql']",Remote,Software Development Manager,"Aqua Finance, Inc."
Software Development Manager,"['foundation', 'generative ai', 'machine learning', 'microservices architecture', 'scrum']",On-site,Software Development Manager,Mapa Group
Software Development Manager,"['agile methodology', 'angular', 'c#', 'java', 'javascript', 'rabbitmq', 'soap', 'sql', 'typescript']",On-site,Software Development Manager,Axos Bank
Software Development Manager,"['cypress', 'dart', 'flutter', 'git', 'html5', 'junit', 'java', 'javascript', 'jest', 'kotlin', 'microsoft azure', 'mongodb', 'mysql', 'soap', 'sql', 'spring boot', 'swift', 'typescript']",On-site,Software Development Manager,SCB TechX
Software Development Manager,"['azure devops', 'c#', 'jira', 'microsoft azure', 'scrum']",Hybrid,Software Development Manager,Pico Technology
Software Development Manager,['less'],Hybrid,Software Development Manager,Capitec
Software Development Manager,"['foundation', 'scrum']",On-site,Software Development Manager,Goodville Mutual Casualty Company
Software Development Manager,['scrum'],Hybrid,Software Development Manager,Circle K
Software Development Manager,"['java', 'javascript', 'python', 'ruby', 'ruby on rails']",On-site,Software Development Manager,"Digital Factory, Inc."
Software Development Manager,"['angular', 'azure devops', 'c#', 'docker', 'git', 'javascript', 'kubernetes', 'mysql', 'redis', 'sql', 'scrum', 'typescript']",Hybrid,Software Development Manager,TaxSlayer
Software Development Manager,"['java', 'less', 'python', 'scrum']",On-site,Software Development Manager,Ormco
Software Development Manager,"['confluence', 'java', 'javascript', 'jira', 'postgresql', 'sql']",Hybrid,Software Development Manager,IBM
Software Development Manager,"['angular', 'c#', 'sql', 'scrum']",Remote,Software Development Manager,Andromeda Systems Incorporated
Software Development Manager,"['kanban', 'scrum']",Hybrid,Software Development Manager,Newcastle Building Society
Software Development Manager,"['incident response', 'java', 'kanban', 'python', 'ruby', 'ruby on rails', 'scrum']",On-site,Software Development Manager,Oliver James
Software Development Manager,"['azure devops', 'java', 'jira', 'oracle database', 'sql']",On-site,Software Development Manager,Trellint
Software Development Manager,"['c++', 'java', 'scrum']",On-site,Software Development Manager,Ormco
Software Development Manager,"['python', 'scrum']",Hybrid,Software Development Manager,Filinvest Development Corporation
Software Development Manager,"['c#', 'sql']",Hybrid,Software Development Manager,Anchor
Software Development Manager,"['angular', 'c#', 'sql', 'scrum']",On-site,Software Development Manager,Andromeda Systems Incorporated
Software Development Manager,"['circleci', 'docker', 'github', 'github actions', 'incident response', 'kubernetes', 'next.js']",Hybrid,Software Development Manager,Stoke Space
Software Development Manager,['less'],On-site,Software Development Manager,Pelican Events & Catering
Software Development Manager,"['java', 'soap', 'sql']",On-site,Software Development Manager,"Solera Holdings, LLC."
Software Development Manager,"['devsecops', 'kanban', 'kubernetes', 'servicenow', 'terraform']",Remote,Software Development Manager,Chabre
Software Development Manager,"['asp.net core', 'c#', 'sql']",On-site,Software Development Manager,Shipcom
Software Development Manager,"['foundation', 'python', 'ruby', 'ruby on rails']",Hybrid,Software Development Manager,Clio
Software Development Manager,"['dynamodb', 'foundation', 'java', 'javascript', 'react native', 'spring boot']",Hybrid,Software Development Manager,MarginEdge
Software Development Manager,"['elasticsearch', 'express.js', 'javascript', 'kubernetes', 'memcached', 'mongodb', 'next.js', 'postgresql', 'redis', 'sql', 'scrum', 'typescript']",Hybrid,Software Development Manager,Upstream
Software Development Manager,"['c#', 'java']",On-site,Software Development Manager,"Autonomous Solutions, Inc. (ASI)"
Software Development Manager,"['devsecops', 'scrum']",On-site,Software Development Manager,Hansen Technologies
Software Development Manager,"['asp.net core', 'angular', 'c#', 'dynamodb', 'github', 'incident response', 'power bi', 'python', 'restful apis', 'sql']",Remote,Software Development Manager,Clario
Software Development Manager,['c++'],On-site,Software Development Manager,DeepSight Technology
Software Development Manager,['scrum'],On-site,Software Development Manager,Translation Empire PK
Software Development Manager,"['c++', 'edge computing', 'git', 'java', 'jira', 'rust']",Hybrid,Software Development Manager,Nanometrics Inc.
Software Development Manager,"['c#', 'c++', 'java', 'sql']",On-site,Software Development Manager,"Autonomous Solutions, Inc. (ASI)"
Software Development Manager,"['agile methodology', 'angular', 'c#', 'java', 'javascript', 'rabbitmq', 'soap', 'sql', 'typescript']",On-site,Software Development Manager,Axos Bank
IT Director,['incident response'],On-site,IT Director,LEGO Digital Play
IT Director,"['informatica', 'microsoft azure']",Hybrid,IT Director,Techyon
IT Director,"['power bi', 'tableau']",Hybrid,IT Director,Mediance
IT Director,['devsecops'],Hybrid,IT Director,Marsh
IT Director,"['a/b testing', 'foundation', 'kanban', 'scrum']",Hybrid,IT Director,Eurofins
IT Director,"['incident response', 'sql']",On-site,IT Director,Lynn County Healthcare System
IT Director,['phoenix'],On-site,IT Director,Western Alliance Bank
IT Director,['incident response'],On-site,IT Director,Cloud Imperium Games
IT Director,['foundation'],Hybrid,IT Director,J&T Business Consulting
IT Director,['incident response'],On-site,IT Director,South Carolina Treasurer's Office
IT Director,['incident response'],On-site,IT Director,Lake County Government
IT Director,"['incident response', 'php']",Hybrid,IT Director,University of Utah
IT Director,['rust'],On-site,IT Director,Top of Minds
IT Director,['foundation'],On-site,IT Director,V2X Inc
IT Director,['yolo'],On-site,IT Director,Northern Valley Indian Health
IT Director,"['devsecops', 'less', 'mlops', 'serverless architecture']",Hybrid,IT Director,Johnson & Johnson Innovative Medicine
IT Director,['prompt engineering'],On-site,IT Director,Confidential
IT Director,['incident response'],On-site,IT Director,Innovative Ag Services
IT Director,['incident response'],On-site,IT Director,Broadway National Group
IT Director,"['incident response', 'microsoft azure']",On-site,IT Director,Benchmark IT - Technology Talent
IT Director,"['cobit', 'foundation', 'incident response']",Hybrid,IT Director,State Bar of California
IT Infrastructure Engineer,"['dhcp', 'fortinet', 'penetration testing', 'powershell', 'siem', 'sql']",On-site,IT Director,Pivotal Solutions
IT Operations,['servicenow'],Hybrid,IT Director,KLA
