keyword,job_title,company,location,work_type,salary,skills,job_url,description,n_skills_raw,skills_list,n_skills
VP of Engineering,VP of Engineering (£200k–£300k + Equity) at $24M ARR healthtech scale-up with verification,Jack & Jill,"London, Inggris, Britania Raya (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4418871644/,"Jack & Jill VP of Engineering (£200k–£300k + Equity) at $24M ARR healthtech scale-up London, Inggris, Britania Raya · 11 jam yang lalu · 27 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 27 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini This is a job that Jill, our AI Recruiter, is recruiting for on behalf of one of our customers. She will pick the best candidates from Jack's network. The next step is to speak to Jack . Job Title VP of Engineering Salary £200k–£300k + Equity Company Description Cash-flow positive healthtech scale-up with",0,[],0
VP of Engineering,"VP of Engineering, Applications",BJAK,"London, Inggris, Britania Raya (Jarak Jauh)",Remote,,Machine Learning,https://www.linkedin.com/jobs/view/4409069382/,"BJAK VP of Engineering, Applications London, Inggris, Britania Raya · 3 minggu yang lalu · 26 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 26 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Company A1 is building a proactive AI smart assistant for everyday users to bring intelligence to conversations, errands, organising and workflows. Our product focuses on achieving high reliability for long-running workflows, persistent context, and real-world task completion. The system must handle multi-step reasoning, interact with external tools, and remain reliable despi",1,['machine learning'],1
VP of Engineering,VP of Engineering (d/f/m),vivenu,Jerman (Jarak Jauh),Remote,,"Docker, Foundation, Kubernetes, MongoDB, Next.js, Node.js, React Native, Traefik",https://www.linkedin.com/jobs/view/4385350088/,"vivenu VP of Engineering (d/f/m) Jerman · 2 bulan yang lalu · Lebih dari 100 pelamar Meninjau pelamar secara aktif Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Anna Boiarynova • Ke-3+ Senior Talent Acquisition Pesan Tentang pekerjaan ini Redefine the future of live entertainment tech Welcome to vivenu, the global leader in event ticketing tech and one of the world’s fastest-growing live entertainment tech firms. We are transforming event ticketing for global leaders like the Grammys, the Golden Globes, Stanford University and the Hock",8,"['docker', 'foundation', 'kubernetes', 'mongodb', 'next.js', 'node.js', 'react native', 'traefik']",8
VP of Engineering,VP Engineering,Kody,"Shenzhen, Guangdong, Cina (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4364269805/,"Kody VP Engineering Shenzhen, Guangdong, Cina · 4 bulan yang lalu · 30 pelamar Belum ada wawasan respons yang tersedia Di Kantor Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 30 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Kody is scaling rapidly, and we're looking for an exceptional VP of Engineering to lead our technical organisation through the next phase of growth. As a key member of the executive team, you'll play a pivotal role in shaping our engineering strategy, culture, and execution. This is a role for someone who thrives in a high velocity, global and purpose driven environment. As VP of Engineering, you will be responsible for ",0,[],0
VP of Engineering,"VP, Engineering Lead, WRB Tech (Lending) with verification",Standard Chartered,"Bukit Jalil, Kuala Lumpur, Malaysia (Di Kantor)",On-site,,Microservices Architecture,https://www.linkedin.com/jobs/view/4408963750/,"Standard Chartered VP, Engineering Lead, WRB Tech (Lending) Bukit Jalil, Kuala Lumpur, Malaysia · 3 minggu yang lalu · 22 orang mengklik Lamar Respons dikelola di luar LinkedIn Di Kantor Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 22 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Job Summary As an Engineering Lead, you will be responsible for overseeing delivery of high-quality, innovative products and solutions. Your role will involve strategic planning, technical leadership, and ensuring that projects are completed on ",1,['microservices architecture'],1
VP of Engineering,"VP, Engineering (Apps & Solutions)",League,"Chicago, IL (Jarak Jauh)",Remote,,"C, Workday",https://www.linkedin.com/jobs/view/4406823316/,"League VP, Engineering (Apps & Solutions) Chicago, IL · 1 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Titi O. • Ke-3+ Talent Acquisition Strategy | People Leadership | AI-Driven Hiring | Employer Branding | Global & North America Hiring | Tech, GTM & Executive Recruiting Pesan Tentang pekerjaan ini About League Founded in 2014, League is the leading healthcare consumer experience (CX) platform, powered by artificial intelligen",2,['workday'],1
VP of Engineering,"VP of Engineering, Navigation with verification",Mapbox,"London, Inggris, Britania Raya (Jarak Jauh)",Remote,,Foundation,https://www.linkedin.com/jobs/view/4412416237/,"Mapbox VP of Engineering, Navigation London, Inggris, Britania Raya · 2 minggu yang lalu · 87 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 87 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Mapbox is the leading real-time location platform for a new generation of location-aware businesses. Mapbox is the only platform that equips organizations with the full set of tools to power the navigation of people, packages, and vehi",1,['foundation'],1
VP of Engineering,VP of Engineering,Payactiv,"Milpitas, CA (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4333298056/,"Payactiv VP of Engineering Milpitas, CA · 7 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn 255K USD/yr - 275K USD/yr Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Job Title: VP of Engineering Location: Milpitas, CA (On site) Salary Range: $255K-$275K (based on experience) Who We Are… We are Payactiv, a FinTech company in the heart of Silicon Valley, devoted to giving workers access to their earned wages when they need them. Payactiv is the pioneer and industry leader in Earned Wage Access. We are the only Certified B Corporat",0,[],0
VP of Engineering,VP of Engineering (Remote),Crystal Intelligence,"London, Inggris, Britania Raya (Jarak Jauh)",Remote,,,https://www.linkedin.com/jobs/view/4415755070/,"Crystal Intelligence VP of Engineering (Remote) London, Inggris, Britania Raya · 1 minggu yang lalu · 35 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 35 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini About Crystal Crystal Intelligence is a blockchain analytics and compliance intelligence company serving exchanges, financial institutions, regulators, and law enforcement across 100+ blockchains. Our customers depend on us for low-latency, high-availability risk and transaction intelligence that powers operational decisions. Crystal is entering the most consequent",0,[],0
VP of Engineering,"VP, Engineering Lead, WRB Tech with verification",Standard Chartered,"Guangzhou, Guangdong, Cina (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4376482834/,"Standard Chartered VP, Engineering Lead, WRB Tech Guangzhou, Guangdong, Cina · 3 bulan yang lalu · 17 orang mengklik Lamar Respons dikelola di luar LinkedIn Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 17 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Job Summary As an Engineering Lead, you will be responsible for overseeing delivery of high-quality, innovative products and solutions. Your role will involve strategic planning, technical leadership, and ensuring that projects are completed on time and within budge",0,[],0
VP of Engineering,VP of Engineering with verification,BambooHR,"Draper, UT (Gabungan)",Hybrid,,R,https://www.linkedin.com/jobs/view/4371042507/,"BambooHR VP of Engineering Draper, UT · 3 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Adam R. • Ke-3+ ML Engineer @ BambooHR Alumni sekolah dari University of Illinois Urbana-Champaign Hubungkan Tentang pekerjaan ini Please Note: This is a Utah-based hybrid position which will require some regular in-office days each week. Additionally, employment with BambooHR is contingent on passing both a background and credit check. AI at BambooHR At BambooHR, we're all ab",1,[],0
VP of Engineering,VP Engineering with verification,Barclays,"Pune City, Maharashtra, India (Di Kantor)",On-site,,"Angular, Databricks, Less, Prompt Engineering, Redis, SQL, Snowflake",https://www.linkedin.com/jobs/view/4348254833/,"Barclays VP Engineering Pune City, Maharashtra, India · 6 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Join us as VP Engineering at Barclays, responsible for supporting the successful delivery of location strategy projects to plan, budget, agreed quality and governance standards. You'll spearhead the evolution of our digital landscape, driving innovation and excellence. You ",7,"['angular', 'databricks', 'less', 'prompt engineering', 'redis', 'sql', 'snowflake']",7
VP of Engineering,VP Engineering Enablement & Operations (3978),GBG Plc,"London, Inggris, Britania Raya (Gabungan)",Hybrid,,,https://www.linkedin.com/jobs/view/4389082492/,"GBG Plc VP Engineering Enablement & Operations (3978) London, Inggris, Britania Raya · 2 bulan yang lalu · 58 pelamar Belum ada wawasan respons yang tersedia Gabungan Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 58 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Michael-Charles Hilson • Ke-3+ IIA of IL Alumni sekolah dari University of Illinois Urbana-Champaign Hubungkan Tentang pekerjaan ini About GBG Enabling safe and rewarding digital lives for genuine people, everywhere We make it our mission to ensure more genuine people have digital access to opportunities, and businesses have access to more genuine people. Our technology draws",0,[],0
VP of Engineering,"VP, Engineering Lead, WRB Tech (Digital Asset) with verification",Standard Chartered,"Bukit Jalil, Kuala Lumpur, Malaysia (Di Kantor)",On-site,,Foundation,https://www.linkedin.com/jobs/view/4406954141/,"Standard Chartered VP, Engineering Lead, WRB Tech (Digital Asset) Bukit Jalil, Kuala Lumpur, Malaysia · 1 bulan yang lalu · 18 orang mengklik Lamar Respons dikelola di luar LinkedIn Di Kantor Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 18 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Job Summary We are seeking an experienced Engineering Lead to join our dynamic technology team based in Bukit Jalil, Kuala Lumpur. This pivotal role involves steering the successful delivery of cutting-edge, innovative products and solution",1,['foundation'],1
VP of Engineering,VP Engineering,De-Ice,"Boston, MA (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4197215281/,"De-Ice VP Engineering Boston, MA · 1 tahun yang lalu · 97 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 97 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini About De-Ice According to John Owen, co-founder of JetBlue and investor at De-Ice, “the best way to save money for an airline is to run a reliable, on-time schedule, and current-state de-icing makes this impossible.” De-Ice is an MIT spin-out that’s developed an electric de-icing solution that will solve this problem. This eliminates the need for the aircraft to hold on the ground for 30-45 minutes or more while workers i",0,[],0
VP of Engineering,Chief of Staff to the VP Engineering (m/w/d) with verification,Mercanis,"Berlin, Berlin, Jerman (Di Kantor)",On-site,,R,https://www.linkedin.com/jobs/view/4411646962/,"Mercanis Chief of Staff to the VP Engineering (m/w/d) Berlin, Berlin, Jerman · 2 minggu yang lalu · 11 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 11 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Deine Aufgaben Als Chief of Staff to the VP Engineering bei Mercanis agierst du als Force Multiplier an der Seite unseres VP Engineering – du übersetzt Prioritäten in konkrete Ergebnisse, sicherst Qualität über alle Engineering-Deliverables hinweg und sorgst dafür, dass die richtigen Dinge schnell, verlässlich und auf hohem Niveau passieren. Wenn du Struktur in Mehrdeutigkeit b",1,[],0
VP of Engineering,"VP, Engineering - Consulting with verification","Vizient, Inc","Edina, MN (Di Kantor)",On-site,,Databricks,https://www.linkedin.com/jobs/view/4371112576/,"Vizient, Inc VP, Engineering - Consulting Edina, MN · Dibagikan 3 bulan yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Excited to grow your career? We value our talented employees and instill an environment where you feel engaged, satisfied and able to contribute your unique skills and talents while living and working as your authentic self. We provide extensive opportunities for pe",1,['databricks'],1
VP of Engineering,Chief Technology Officer (CTO) / VP of Engineering - Growing Robotics Company,Career Staffing Talent,"Area Metropolitan Austin, Texas (Gabungan)",Hybrid,,,https://www.linkedin.com/jobs/view/4380750335/,"Career Staffing Talent Chief Technology Officer (CTO) / VP of Engineering - Growing Robotics Company Area Metropolitan Austin, Texas · Dibagikan 1 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini 🤖 Chief Technology Officer (CTO) / VP of Engineering - Growing Robotics Company 📍 Oklahoma City, OK or Austin, TX | 🏢 On-site / Hybrid | 💼 Executive Leadership | 💰 $225K–$250K + Bonus + Equity Career Staffing Talent (CST) has partnered with a fast-growing and scaling robotics company seeking a Chie",0,[],0
VP of Engineering,"VP, Engineering Lead, WRB Tech (FX & Equities) with verification",Standard Chartered,"Bukit Jalil, Kuala Lumpur, Malaysia (Gabungan)",Hybrid,,Foundation,https://www.linkedin.com/jobs/view/4412874374/,"Standard Chartered VP, Engineering Lead, WRB Tech (FX & Equities) Bukit Jalil, Kuala Lumpur, Malaysia · 1 minggu yang lalu · 5 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 5 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Job Description Job Summary We are seeking an experienced Engineering Lead to join our dynamic technology team based in Bukit Jalil, Kuala Lumpur. This pivotal role involves steering the successful deliver",1,['foundation'],1
VP of Engineering,VP Engineering Enablement & Operations (3978) with verification,GBG Plc,"Area London, Inggris (Gabungan)",Hybrid,,,https://www.linkedin.com/jobs/view/4408842300/,"GBG Plc VP Engineering Enablement & Operations (3978) Area London, Inggris · 3 minggu yang lalu · 46 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Gabungan Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 46 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Michael-Charles Hilson • Ke-3+ IIA of IL Alumni sekolah dari University of Illinois Urbana-Champaign Hubungkan Tentang pekerjaan ini About GBG Enabling safe and rewarding digital lives for genuine people, everywher e We make it our mission to ensure more genuine people have digital access to opportunities, and businesses have ",0,[],0
VP of Engineering,VP of Engineering - AI Streaming Leader with verification,Andiamo,"Boston, MA (Gabungan)",Hybrid,,"Edge Computing, Generative AI, Phoenix, R",https://www.linkedin.com/jobs/view/4381042938/,"Andiamo VP of Engineering - AI Streaming Leader Boston, MA · Dibagikan 2 minggu yang lalu · Lebih dari 100 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Gabungan Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Vice President of Engineering – Next-Gen Infrastructure About The Role We are seeking a visionary Vice President of Engineering to lead the next generation of infrastructure powering global-scale streaming, media, and AI-driven platforms. As the leader of this division, you will oversee engineering teams building distributed systems that support billion",4,"['edge computing', 'generative ai', 'phoenix']",3
Engineering Manager,Engineering Manager,IBIS,"Bangalore, Karnataka, India (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4411868693/,"IBIS Engineering Manager Bangalore, Karnataka, India · 2 minggu yang lalu · 35 pelamar Belum ada wawasan respons yang tersedia Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 35 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Company Description Why work for Accor? We are far more than a worldwide leader. We welcome you as you are and you can find a job and brand that matches your personality. We support you to grow and learn every day, making sure that work brings purpose to your life, so that during your journey with us, you can continue to explore Accor’s limitless possibilities. By joining Accor, every chapter of your story is yours to writ",0,[],0
Engineering Manager,Senior Software Engineering Manager,Jobgether,Amerika Serikat (Jarak Jauh),Remote,,Machine Learning,https://www.linkedin.com/jobs/view/4418554903/,"Jobgether Senior Software Engineering Manager Amerika Serikat · 1 hari yang lalu · 24 pelamar Belum ada wawasan respons yang tersedia Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 24 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Senior Software Engineering Manager in United States. This role sits at the intersection of large-scale software engineering, data systems, and mission-driven technology supporting global intelligence and monitoring use cases. You will lead a distributed, high-performing engineering team responsible for del",1,['machine learning'],1
Engineering Manager,Senior Software Engineering Manager - Apple Ads with verification,Apple,"Hyderabad, Telangana, India (Di Kantor)",On-site,,"C, C++, Cassandra, Java, Kubernetes, Machine Learning, Scala",https://www.linkedin.com/jobs/view/4414150977/,"Apple Senior Software Engineering Manager - Apple Ads Hyderabad, Telangana, India · 2 minggu yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini Summary The people here at Apple don’t just build products— they craft the kind of wonder that has revolutionized entire industries. It’s the diversity of those people and their ideas that encourages the innovation that runs through everything w",7,"['c++', 'cassandra', 'java', 'kubernetes', 'machine learning', 'scala']",6
Engineering Manager,Mechanical Engineering Manager with verification,Hewlett Packard Enterprise,"Spring, TX (Gabungan)",Hybrid,,,https://www.linkedin.com/jobs/view/4411818862/,"Hewlett Packard Enterprise Mechanical Engineering Manager Spring, TX · Dibagikan 2 minggu yang lalu · Lebih dari 100 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan lebih dari 100 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Berkenalan dengan tim perekrutan Marissa Davis, PMP • Ke-3+ Director, Mechanical and Thermal Engineering at Hewlett Packard Enterprise Pesan Tentang pekerjaan ini This role has been designed as ‘Hybrid’ with an expectation that you will work on average 2 days per week f",0,[],0
Engineering Manager,Mechanical Engineering Manager,Longcheer,"San Jose, CA (Gabungan)",Hybrid,,R,https://www.linkedin.com/jobs/view/4418927261/,"Longcheer Mechanical Engineering Manager San Jose, CA · 3 hari yang lalu · 28 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Gabungan Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 28 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Tianyi Zhang • Ke-3+ Human Resources Recruitment Advisor @ Longcheer | Master’s degree Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Responsibilities Develop and test prototypes, analyze performance data, and iterate on designs. Collaborate with cross-functional teams (electrical, software, manufacturing, QA) to ensure product integration",1,[],0
Engineering Manager,Engineering Manager with verification,Comviva,"Bangalore, Karnataka, India (Di Kantor)",On-site,,"Docker, GitHub, GitHub Actions, GitLab, GitLab CI/CD, JavaScript, Kubernetes, Microservices Architecture, Node.js, TypeScript",https://www.linkedin.com/jobs/view/4418920831/,"Comviva Engineering Manager Bangalore, Karnataka, India · 3 hari yang lalu · 41 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 41 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Ayush Agarwal • Ke-3+ Head of Global Partnerships | Expert in GTM with Hyperscalers & ISV | Built Partner Ecosystems from the Ground Up | ex-Cisco | MBA Alumni sekolah dari University of Illinois Urbana-Champaign Ikuti Tentang pekerjaan ini Key Accountabilities Lead and manage a team of Full Stack Product Engineers working on MobiLytix Rewards, ensuring strong ownership, accountability, and d",10,"['docker', 'github', 'github actions', 'gitlab', 'gitlab ci/cd', 'javascript', 'kubernetes', 'microservices architecture', 'node.js', 'typescript']",10
Engineering Manager,"Engineering Manager, Full Stack/Frontend",Wand AI,"Palo Alto, CA (Di Kantor)",On-site,,"Design Systems, JavaScript, TypeScript, Visual Design",https://www.linkedin.com/jobs/view/4418259564/,"Wand AI Engineering Manager, Full Stack/Frontend Palo Alto, CA · 1 hari yang lalu · 20 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 20 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Katy Moreland • Ke-3+ Solutions Engineering Lead | AI Transformation Leader | Process Specialist Alumni sekolah dari University of Illinois Urbana-Champaign Ikuti Tentang pekerjaan ini Build the Future Workforce Wand turns AI into labor. It enables humans and AI agents to operate together as a unified, hybrid workforce, with comprehensive management and oversight. And it’s already oper",4,"['design systems', 'javascript', 'typescript', 'visual design']",4
Engineering Manager,Project Engineering Manager,NEXTCHEM,"Roma, Lazio, Italia (Gabungan)",Hybrid,,,https://www.linkedin.com/jobs/view/4417612900/,"NEXTCHEM Project Engineering Manager Roma, Lazio, Italia · 3 jam yang lalu · 36 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Gabungan Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 36 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini 🌍 About NEXTCHEM NEXTCHEM is Maire’s company dedicated to Sustainable Technology Solutions. Thanks to our extensive know-how in nitrogen, hydrogen, carbon capture, fuels, chemicals, and polymers, we deliver innovative solutions and processes that fully enable the energy transition. At the forefront of innovation, we contribute to shaping a more sustainable and low-carbon future through",0,[],0
Engineering Manager,SW Engineering Manager,Jobgether,Amerika Serikat (Jarak Jauh),Remote,,"Ruby, Ruby on Rails, Scrum",https://www.linkedin.com/jobs/view/4419017787/,"Jobgether SW Engineering Manager Amerika Serikat · 2 jam yang lalu · 2 pelamar Belum ada wawasan respons yang tersedia Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat tren perekrutan terbaru di Jobgether Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini This position is posted by Jobgether on behalf of a partner company. We are currently looking for a SW Engineering Manager in United States. This is an exciting leadership opportunity for an experienced engineering professional passionate about building impactful healthcare technology solutions in a remote-first environment. In this role, you will lead and mentor a distributed software engineering team responsible for ",3,"['ruby', 'ruby on rails', 'scrum']",3
